id	loc	bytes	jp	en	edited_en
752	13:$4ADC	20	そうびに きんのメッキが なされた！	Gear is now gold-plated!	
753	13:$4AF1	11	なかみを すいだした	Sucked out the contents.	
754	13:$4AFD	20	<cE0:62>アイテムをひろえなくなってしまった！	<cE0:62>You can't pick up items!	
755	13:$4B12	12	アイテムがひろえない！	You can't pick up items!	
756	13:$4B1F	14	しかし なにもぬすめなかった	But nothing was stolen.	
757	13:$4B2E	14	やが そうびされていない	No arrows are equipped.	
758	13:$4B3D	13	<cE0:74><var>は すばやくなった	<cE0:74><var> got faster!	
759	13:$4B4B	9	なんと！<cE3>だった	What! A <cE3>!	
760	13:$4B59	12	  うりね：<cE5>ギタン<end>	   Buy: <cE5> Gitan<end>	
761	13:$4B66	4	<var>は<var>に	<var> hit <var>	
762	13:$4B6B	18	<cE4>ポイントのダメージをあたえた	for <cE4> damage!	
763	13:$4B7E	3	<var>から	<var> hit you	
764	13:$4B82	17	<cE4>ポイントのダメージをうけた	for <cE4> damage!	
765	13:$4B94	7	<var>をやっつけた	Defeated <var>!	
766	13:$4B9C	10	<cE5>のけいけんちをえた	Gained <cE5> Exp.	
767	13:$4BA7	12	<var>のこうげきをかわした	You dodged <var>!	
768	13:$4BB4	13	<var>のこうげきははずれた	<var> missed!	
769	13:$4BC2	15	<var>はレベル<cE4>にあがった<cE0:23>	<var> is now Lv<cE4>!<cE0:23>	
770	13:$4BD2	15	<var>はレベル<cE4>にさがった<cE0:89>	<var> fell to Lv<cE4>!<cE0:89>	
771	13:$4BE2	15	<var>はレベルがあがって<cE0:24>	<var> leveled up<cE0:24>	
772	13:$4BF2	15	<var>はレベルがさがって<cE0:89>	<var> leveled down<cE0:89>	
773	13:$4C02	5	<var>になった	into a <var>!	
774	13:$4C08	12	<var>はようすをみている<cE7:05>	<var> is watching.<cE7:05>	
775	13:$4C15	8	<var>はねむっている	<var> dozes.	
776	13:$4C1E	14	かいしんのいちげき！<cE7:14><mode0>	A critical hit!<cE7:14><mode0>	
777	13:$4C2D	13	<var>は ちからつきた…<cE7:1E><mode1>	<var> fell...<cE7:1E><mode1>	
778	13:$4C3B	6	<var>は <var>から	<var> robbed <var>	
779	13:$4C42	7	<cE3>をぬすんだ	of <cE3>!	
780	13:$4C4A	13	へんなじゅもんをとなえた	with a strange spell.	
781	13:$4C58	14	<var>は くさったえき をはいた	<var> spat rotten fluid.	
782	13:$4C67	14	けんが サビてしまった！	Your sword rusted!	
783	13:$4C76	14	たてが サビてしまった！	Your shield rusted!	
784	13:$4C85	11	しかし <cE3>はサビない	<cE3> is safe.	
785	13:$4C91	19	しかし そうびした けんはサビない	Sword won't rust.	
786	13:$4CA5	19	しかし そうびした たてはサビない	Shield won't rust.	
787	13:$4CB9	19	しかしメッキされたたてはサビなかった	Shield plating held.	
788	13:$4CCD	19	しかしメッキされたけんはサビなかった	Sword plating held.	
789	13:$4CE1	17	けんのメッキがはげてしまった！	Sword plating peeled!	
790	13:$4CF3	17	たてのメッキがはげてしまった！	Shield plating peeled!	
791	13:$4D05	18	けんのごうせいがとけてしまった！	Sword fusion undone!	
792	13:$4D18	18	たてのごうせいがとけてしまった！	Shield fusion undone!	
793	13:$4D2B	19	くねくねハニーはクネクネーをおどった	Twisty Hani did its twist!	
794	13:$4D3F	13	<var>はレベル<cE4>にさがった	<var> fell to Lv<cE4>	
795	13:$4D4D	11	<var>はちからをすいとった	<var> drained Str.	
796	13:$4D59	18	ちからのさいだいちが<cE4>さがった	Max Strength fell by <cE4>.	
797	13:$4D6C	16	<cE0:E6>つうこんのいちげき！<cE7:14><mode0>	<cE0:E6>A painful blow!<cE7:14><mode0>	
798	13:$4D7D	10	いやしウサギは<var>に	Fluffy Bunny healed <var>	
799	13:$4D88	15	かいふくのじゅもんをとなえた	with a spell.	
800	13:$4D98	7	のりうつった！	It possessed them!	
801	13:$4DA0	9	<var>は ワープした	<var> warped away.	
802	13:$4DAA	11	<var>は なかまをよんだ	<var> got help!	
803	13:$4DB6	19	おおきいおにぎりにかわってしまった！	You became a Big Onigiri!	
804	13:$4DCA	14	のろいのじゅもんをとなえた	with a curse.	
805	13:$4DD9	19	そうびちゅうのたてが のろわれた！	Your shield was cursed!	
806	13:$4DED	14	そうびちゅうのアイテムが	Your equipped items	
807	13:$4DFC	11	もっていたアイテムが	The items you held	
808	13:$4E08	11	すべて のろわれた！	were all cursed!	
809	13:$4E14	15	<var>は ようじゅつをかけた<cE7:05>	<var> cast a hex.<cE7:05>	
810	13:$4E24	10	なんと！ アイテムは	What! The item	
811	13:$4E2F	11	なんと！ かいだんは	What! The stairway	
812	13:$4E3B	10	モンスターだった！	was a monster!	
813	13:$4E46	18	しかし モンスターは しょうめつした	The monster vanished.	
814	13:$4E59	12	<var>はハラヘリーをとなえた	<var> cast Hunger!	
815	13:$4E66	18	まんぷくどが <cE6>％になった<cE0:71>	Fullness is now <cE6>.<cE0:71>	
816	13:$4E79	10	<var>は ぶんれつした	<var> split in two!	
817	13:$4E84	17	おとしあなに あしを ふみいれた！	A Pitfall Trap!	
818	13:$4E96	13	しかし おちずにすんだ	But you didn't fall in.	
819	13:$4EA4	17	トラバサミに ひっかかった！<cE0:75>	In a Bear Trap!<cE0:75>	
820	13:$4EB6	15	トラバサミに ひっかかった！	In a Bear Trap!	
821	13:$4EC6	18	トラバサミが はずれない！<cE0:75>	The Bear Trap won't let go!<cE0:75>	
822	13:$4ED9	10	やっと はずれた！	You finally broke free!	
823	13:$4EE4	13	しかし スルリとすりぬけた	But you slipped right through.	
824	13:$4EF2	11	バネのうえにのった！	A Spring!	
825	13:$4EFE	17	しかし しかけは うごかなかった	It didn't go off.	
826	13:$4F10	17	どくやのワナをふんでしまった！	A Poison Arrow Trap!	
827	13:$4F22	13	どくやがとんできた！	A poison arrow flew out!	
828	13:$4F30	15	スイッチをふむ おとがした！	A switch clicked!	
829	13:$4F40	14	たてが サビてしまった！	Shield rusted!	
830	13:$4F4F	18	サビるものをそうびしていなかった	Nothing equipped can rust.	
831	13:$4F62	15	スイッチをふむ おとがした！	Switch clicked!	
832	13:$4F72	22	じめんから しろいガスがふきだした！	White gas burst out!	
833	13:$4F89	12	<var>は ねむってしまった！	<var> fell asleep!	
834	13:$4F96	14	…ねむくて なにもできない	...too sleepy to do anything.	
835	13:$4FA5	11	やっと めがさめた！	You finally woke up!	
836	13:$4FB1	17	じめんにデッパリがあった！	You hit a bump in the floor!	
837	13:$4FC3	17	つまずいて ころんでしまった！	You tripped and fell!	
838	13:$4FD5	16	しかし たいしたことは なかった	But you weren't badly hurt.	
839	13:$4FE6	18	けいほうスイッチをふんでしまった！	You hit an Alarm Trap!	
840	13:$4FF9	18	ねてるモンスターをおこしてしまった！	All sleeping monsters woke up!	
841	13:$500C	21	しょうかんスイッチをふんでしまった！<cE7:0F>	You hit a Summoning Trap!<cE7:0F>	
842	13:$5022	15	<var>は モンスターにかこまれた！	<var> was surrounded!	
843	13:$5032	15	かいてんばんのうえにのった！	A Spinning Trap!	
844	13:$5042	11	<var>は めがまわった！	<var> got confused!	
845	13:$504E	17	へんなそうちを ふんでしまった！	A strange device!	
846	13:$5060	18	<cE0:88>グゥッ…おなかがなっている！	<cE0:88>Grrr... your stomach growls!	
847	13:$5073	18	しかし とくに かわりはないようだ	But nothing changed.	
848	13:$5086	15	ぬるまゆがふきだしてきた！	Lukewarm water gushed out!	
849	13:$5096	16	おにぎりがぬるまゆをあびて	Onigiri got soaked	
850	13:$50A7	15	デロデロになってしまった！	and turned to mush!	
851	13:$50B7	21	すべてのそうびがはずれてしまった！	All your gear came off!	
852	13:$50CD	18	しかし なにもそうびしていなかった	But nothing was equipped.	
853	13:$50E0	19	きょだいながんせきがおちてきた！	A huge boulder fell!	
854	13:$50F4	15	<var>はうごきがおそくなった！	<var> slowed down!	
855	13:$5104	14	ふつうのはやさに もどった	Back to normal speed.	
856	13:$5113	19	おおがたじらいをふんでしまった！	A Big Landmine Trap!	
857	13:$5127	21	おおがたじらいは ばくはつしなかった	But it didn't explode.	
858	13:$513D	14	じらいをふんでしまった！	A Landmine Trap!	
859	13:$514C	20	しかし じらいは ばくはつしなかった	But it didn't explode.	
860	13:$5161	14	モンスターハウスだ！！<cE7:14>	A Monster House!!<cE7:14>	
861	13:$5170	15	どろぼうハウスだ！！<cE7:14>	A Thief House!!<cE7:14>	
862	13:$5180	14	ドレインハウスだ！！<cE7:14>	A Drain House!!<cE7:14>	
863	13:$518F	13	ひとつめハウスだ！！<cE7:14>	A One-Eye House!!<cE7:14>	
864	13:$519D	14	ゴーストハウスだ！！<cE7:14>	A Ghost House!!<cE7:14>	
865	13:$51AC	13	パワーハウスだ！！<cE7:14>	A Power House!!<cE7:14>	
866	13:$51BA	13	ばんけんたいだ！！<cE7:14>	A Guard Dog Squad!!<cE7:14>	
867	13:$51C8	15	ドラゴンハウスだ！！<cE7:14>	A Dragon House!!<cE7:14>	
868	13:$51D8	10	どろぼう！！<cE7:14>	Thief!!<cE7:14>	
869	13:$51E3	21	<cE0:22><cE7:5A>このままスイッチをきってください	<cE0:22><cE7:5A>You may switch off now.	
870	13:$51F9	21	つぎに「ぼうけんにでる」をえらぶと	Select Adventure to	
871	13:$520F	17	このつづきから はじめられます	resume from here.	
872	13:$5684	5	<cF0:00><br> <end>	A crude wooden club.<br>Simple, but it gets<br>the job done.<br><cF0:00><end>	
873	13:$568A	25	つかのながい なぎなたのようなけんだ<br><end><cF0:00>	A long-hafted blade<br>like a naginata.<br><end><cF0:00>	
874	13:$56A4	28	ふうらいにんに<br>ひろくあいようされているけん<br><cF0:00><br> <end>	A reliable sword<br>used by wanderers.<br><cF0:00><br> <end>	
875	13:$56C1	37	ドラゴンけいモンスターに<br>だいダメージをあたえるぞ<br><cF0:00><br> <end>	Deals heavy damage<br>to Dragons.<br><cF0:00><br> <end>	
876	13:$56E7	30	てんかの めいとう<br>どうたぬき ゲンマさく。<br><cF0:00><br> <end>	The famed Doutanuki,<br>forged by Genma.<br><cF0:00><br> <end>	
877	13:$5706	47	てんさいとうこうしカブラがつくった<br>まぼろしともいえる きだいのごうけん<br><cF0:00><br> <end>	A legendary blade<br>forged by the genius<br>smith Kabura.<br><cF0:00><end>	
878	13:$5736	22	ゴーストけいモンスターに<br><cF0:01><br><cF0:00><br> <end>	Against Ghosts, it<br><cF0:01><br><cF0:00><end>	
879	13:$574D	69	そうびして かべをほることができるし<br>こうげきりょくも あがるぞ<br>しかし かべを なんかいか ほると<br>こわれてしまうぞ<end>	Use it to dig walls.<br>It boosts attack.<br>It breaks after<br>several digs.<end>	
880	13:$5793	21	かならずこうげきがあたるぞ<br><end><cF0:00>	Normal attacks never<br>miss.<br><end><cF0:00>	
881	13:$57A9	21	かいしんのいちげきがでるぞ<br><end><cF0:00>	Often lands critical<br>hits.<br><end><cF0:00>	
882	13:$57BF	34	ぜんぽう3ほうこうを<br>1どにこうげきできるぞ<br><cF0:00><br> <end>	Attacks all three<br>spaces in front.<br><cF0:00><br> <end>	
883	13:$57E2	19	ひとつめモンスターに<br><cF0:01><br><cF0:00><br> <end>	Against one-eyed<br>monsters, it<br><cF0:01><br><cF0:00><end>	
884	13:$57F6	25	ステータスをすいとるモンスターに<br><cF0:01><br><cF0:00><br> <end>	Against foes that<br>drain stats, it<br><cF0:01><br><cF0:00><end>	
885	13:$5810	22	カタナをきたえぬいてできたけんだ<br><end><cF0:00>	A Katana forged to<br>its ultimate form.<br><end><cF0:00>	
886	13:$5827	33	ごうけんマンジカブラをきたえぬいて<br>できたけん<br><cF0:00><br> <end>	The ultimate form of<br>Manji Kabura.<br><cF0:00><br> <end>	
887	13:$5849	89	むかし マムルのごせんぞさまが<br>つよくなるために つくったといわれる<br>でんせつのごうけん<br> <brk>しかし マムルたちには そうび<br><end>できなかったので あきらめたらしい	Mamel ancestors are<br>said to have forged<br>this legendary sword<br>to become stronger.<brk>But no Mamel could<br>equip it, so they<end><br>gave up.	
888	13:$58A3	20	サビないし おなかもへりにくい<br><end><cF0:02>	Never rusts. Slows<br>Fullness loss.<br><end><cF0:02>	
889	13:$58B8	20	せいどうで つくられた たて<br><end><cF0:02>	A shield forged from<br>bronze.<br><end><cF0:02>	
890	13:$58CD	11	<cF0:02><br>サビないぞ<end>	<cF0:02><br>Never rusts.<end>	
891	13:$58D9	17	てつで つくられた たて<br><end><cF0:02>	A shield forged from<br>iron.<br><end><cF0:02>	
892	13:$58EB	41	<cF0:02><br>ドラゴンの ほのおから うける<br>ダメージが すくなくなるぞ<br> <end>	<cF0:02><br>Reduces damage from<br>Dragon fire.<br> <end>	
893	13:$5915	42	フウマてつから つくられた<br>ひじょうに ぼうぎょりょくの<br>たかいたて。<br><end><cF0:02>	Forged from Fuuma<br>iron. Its defense is<br>exceptionally high.<br><end><cF0:02>	
894	13:$5940	38	モンスターからの こうげきを<br>カウンターで はねかえす たて<br><cF0:02><br> <end>	Counters monster<br>attacks.<br><cF0:02><br> <end>	
895	13:$5967	43	ぼうぎょりょくは たかいが<br>おもいせいか おなかが へりやすいぞ<br><cF0:02><br> <end>	High defense, but<br>its weight speeds up<br>Fullness loss.<br><cF0:02><end>	
896	13:$5993	20	まほうこうげきをはねかえすぞ<br><end><cF0:02>	Reflects magical<br>attacks.<br><end><cF0:02>	
897	13:$59A8	25	てきのこうげきが あたりにくくなるぞ<br><end><cF0:02>	Makes enemy attacks<br>miss more often.<br><end><cF0:02>	
898	13:$59C2	55	ひゃっぴきのオニからも まもると<br>いいつたえられてる ひじょうに<br>ぼうぎょりょくの たかいたて<br><end><cF0:02>	Said to repel one<br>hundred demons. Its<br>defense is immense.<br><end><cF0:02>	
